50,2,2,6.283561892179867
54,4,2,5.3669372201822645
30,3,2,3.1691419760735164
41,3,2,6.3214076966292865
52,2,2,8.823702431263166
45,3,2,3.533150669070569
34,2,1,2.7362861929703066
35,2,2,1.231441553512202
56,4,1,4.3143587074705145
40,4,2,8.35026251595798
38,2,1,1.3203373343237872
43,2,1,8.203514782316027
34,2,1,5.3669372201822645
57,2,1,3.0490215627990285
51,3,2,2.5167235818026374
33,5,1,2.5167235818026374
34,2,1,4.064954207006852
36,4,2,3.0490215627990285
25,4,1,2.167861360623417
32,3,1,3.247776041971798
27,4,2,7.576113964234272
50,1,1,4.935714970944316
39,2,2,1.520506357309305
52,5,1,5.1546544701769275
25,1,1,6.283561892179867
33,2,2,5.1546544701769275
43,4,1,4.369137398170778
54,3,1,6.586145100932154
41,3,1,5.8392406999019135
55,2,1,3.533150669070569
58,2,2,5.640535277520913
31,2,1,8.58989467175587
25,2,1,6.345007568332684
32,3,2,3.533150669070569
44,1,1,5.8392406999019135
47,5,2,2.268122237986197
42,2,1,6.283561892179867
25,2,2,1.6578316710109529
34,2,1,2.167861360623417
47,4,2,3.97953504487523
34,5,2,4.935714970944316
33,4,2,3.533150669070569
37,4,2,4.395345361528472
54,2,2,1.231441553512202
34,3,1,9.875698528187996
50,4,2,5.1546544701769275
46,3,1,8.823702431263166
41,1,1,3.1691419760735164
38,3,1,1.920073241989766
35,3,1,6.1592057106047875
37,2,2,2.8426207632146223
39,2,2,7.324246181325056
51,2,1,1.920073241989766
49,2,2,1.867824277804523
42,2,2,8.58989467175587
38,4,2,1.920073241989766
59,2,1,3.97953504487523
25,2,1,6.1592057106047875
49,4,1,4.785758736993106
41,1,1,5.505026315237532
49,2,1,6.466485876496154
52,5,2,5.1546544701769275
43,5,2,5.1546544701769275
60,4,2,1.5065251652975387
46,5,2,3.8049971000421445
32,5,2,5.505026315237532
58,2,2,1.231441553512202
26,2,2,4.395345361528472
32,2,1,1.920073241989766
51,2,1,3.344520510507784
44,5,2,3.625181154795564
35,5,1,4.395345361528472
60,2,2,3.97953504487523
35,5,2,5.505026315237532
47,2,1,4.861152724462926
38,5,1,5.3669372201822645
53,2,2,5.505026315237532
55,3,2,3.533150669070569
43,2,1,1.3785309132255534
35,3,2,5.505026315237532
54,2,2,4.462590773252128
45,2,2,5.505026315237532
48,4,2,1.7909054631156154
46,2,1,7.6445248830590575
51,3,1,1.920073241989766
49,3,1,6.466485876496154
34,3,1,7.851792208518876
53,3,1,1.078693490841838
40,3,1,3.533150669070569
37,1,2,2.167861360623417
52,4,1,2.9468279565607496
48,4,1,6.0328228676872255
47,2,1,3.439620342688818
27,4,1,1.6578316710109529
39,2,1,6.1592057106047875
52,2,1,3.8049971000421445
26,3,1,9.70766225138495
39,5,1,7.851792208518876
25,2,1,4.785758736993106
31,4,2,2.5167235818026374
58,3,1,5.505026315237532
30,4,2,6.1592057106047875
27,1,1,2.8426207632146223
55,5,1,5.505026315237532
